game_ID,bookie,matchup_type,Home_Team,Away_Team,over_or_under1,over_under_total1,over_under_line1,over_or_under2,over_under_total2,over_under_line2,game_time,last_updated
9a263061dd1c784a20f393971744d176,MyBookie.ag,totals,Seattle Seahawks,Buffalo Bills,Over,48.0,-110,Under,48.0,-110,2024-10-27T20:06:00Z,2024-10-16T17:40:10Z
70c540bd6e70676319e44a7dd02cbd38,DraftKings,totals,Los Angeles Chargers,New Orleans Saints,Over,39.0,-110,Under,39.0,-110,2024-10-27T20:06:00Z,2024-10-16T17:46:18Z
70c540bd6e70676319e44a7dd02cbd38,Caesars,totals,Los Angeles Chargers,New Orleans Saints,Over,39.0,-110,Under,39.0,-110,2024-10-27T20:06:00Z,2024-10-16T17:43:46Z
70c540bd6e70676319e44a7dd02cbd38,FanDuel,totals,Los Angeles Chargers,New Orleans Saints,Over,40.5,-105,Under,40.5,-115,2024-10-27T20:06:00Z,2024-10-16T17:45:42Z
70c540bd6e70676319e44a7dd02cbd38,MyBookie.ag,totals,Los Angeles Chargers,New Orleans Saints,Over,39.0,-110,Under,39.0,-110,2024-10-27T20:06:00Z,2024-10-16T17:40:10Z
ccc621108fb48382b825128007dc8120,DraftKings,totals,Las Vegas Raiders,Kansas City Chiefs,Over,43.5,-110,Under,43.5,-110,2024-10-27T20:25:00Z,2024-10-16T17:46:18Z
ccc621108fb48382b825128007dc8120,Caesars,totals,Las Vegas Raiders,Kansas City Chiefs,Over,43.5,-110,Under,43.5,-110,2024-10-27T20:25:00Z,2024-10-16T17:43:46Z
ccc621108fb48382b825128007dc8120,LowVig.ag,totals,Las Vegas Raiders,Kansas City Chiefs,Over,43.5,-107,Under,43.5,-107,2024-10-27T20:25:00Z,2024-10-16T17:45:42Z
ccc621108fb48382b825128007dc8120,BetOnline.ag,totals,Las Vegas Raiders,Kansas City Chiefs,Over,43.5,-110,Under,43.5,-110,2024-10-27T20:25:00Z,2024-10-16T17:45:41Z
ccc621108fb48382b825128007dc8120,FanDuel,totals,Las Vegas Raiders,Kansas City Chiefs,Over,43.5,-105,Under,43.5,-115,2024-10-27T20:25:00Z,2024-10-16T17:45:42Z
ccc621108fb48382b825128007dc8120,MyBookie.ag,totals,Las Vegas Raiders,Kansas City Chiefs,Over,43.5,-110,Under,43.5,-110,2024-10-27T20:25:00Z,2024-10-16T17:40:10Z
bba53e1026b6121c0255771479517a2f,DraftKings,totals,Denver Broncos,Carolina Panthers,Over,43.0,-110,Under,43.0,-110,2024-10-27T20:26:00Z,2024-10-16T17:46:18Z
bba53e1026b6121c0255771479517a2f,Caesars,totals,Denver Broncos,Carolina Panthers,Over,43.0,-110,Under,43.0,-110,2024-10-27T20:26:00Z,2024-10-16T17:43:46Z
bba53e1026b6121c0255771479517a2f,FanDuel,totals,Denver Broncos,Carolina Panthers,Over,41.5,-105,Under,41.5,-115,2024-10-27T20:26:00Z,2024-10-16T17:45:42Z
bba53e1026b6121c0255771479517a2f,MyBookie.ag,totals,Denver Broncos,Carolina Panthers,Over,42.5,-110,Under,42.5,-110,2024-10-27T20:26:00Z,2024-10-16T17:40:10Z
bba53e1026b6121c0255771479517a2f,BetOnline.ag,totals,Denver Broncos,Carolina Panthers,Over,42.5,-110,Under,42.5,-110,2024-10-27T20:26:00Z,2024-10-16T17:45:41Z
bba53e1026b6121c0255771479517a2f,LowVig.ag,totals,Denver Broncos,Carolina Panthers,Over,42.5,-107,Under,42.5,-107,2024-10-27T20:26:00Z,2024-10-16T17:45:42Z
9b5367d7e95dd05cb7517d99484bf95b,DraftKings,totals,Cincinnati Bengals,Philadelphia Eagles,Over,48.5,-110,Under,48.5,-110,2024-10-27T20:26:00Z,2024-10-16T17:46:18Z
9b5367d7e95dd05cb7517d99484bf95b,Caesars,totals,Cincinnati Bengals,Philadelphia Eagles,Over,49.5,-110,Under,49.5,-110,2024-10-27T20:26:00Z,2024-10-16T17:43:46Z
9b5367d7e95dd05cb7517d99484bf95b,LowVig.ag,totals,Cincinnati Bengals,Philadelphia Eagles,Over,49.5,-107,Under,49.5,-107,2024-10-27T20:26:00Z,2024-10-16T17:45:42Z
9b5367d7e95dd05cb7517d99484bf95b,BetOnline.ag,totals,Cincinnati Bengals,Philadelphia Eagles,Over,49.5,-110,Under,49.5,-110,2024-10-27T20:26:00Z,2024-10-16T17:45:41Z
9b5367d7e95dd05cb7517d99484bf95b,FanDuel,totals,Cincinnati Bengals,Philadelphia Eagles,Over,49.5,-115,Under,49.5,-105,2024-10-27T20:26:00Z,2024-10-16T17:45:42Z
9b5367d7e95dd05cb7517d99484bf95b,MyBookie.ag,totals,Cincinnati Bengals,Philadelphia Eagles,Over,49.0,-110,Under,49.0,-110,2024-10-27T20:26:00Z,2024-10-16T17:40:10Z
ef27be93158f43d94f94035d2af7096f,FanDuel,totals,San Francisco 49ers,Dallas Cowboys,Over,47.5,-115,Under,47.5,-105,2024-10-28T00:21:00Z,2024-10-16T17:45:42Z
ef27be93158f43d94f94035d2af7096f,DraftKings,totals,San Francisco 49ers,Dallas Cowboys,Over,49.0,-110,Under,49.0,-110,2024-10-28T00:21:00Z,2024-10-16T17:46:18Z
ef27be93158f43d94f94035d2af7096f,Caesars,totals,San Francisco 49ers,Dallas Cowboys,Over,49.0,-110,Under,49.0,-110,2024-10-28T00:21:00Z,2024-10-16T17:43:46Z
ef27be93158f43d94f94035d2af7096f,MyBookie.ag,totals,San Francisco 49ers,Dallas Cowboys,Over,49.0,-110,Under,49.0,-110,2024-10-28T00:21:00Z,2024-10-16T17:40:10Z
ef27be93158f43d94f94035d2af7096f,BetOnline.ag,totals,San Francisco 49ers,Dallas Cowboys,Over,48.5,-110,Under,48.5,-110,2024-10-28T00:21:00Z,2024-10-16T17:45:41Z
ef27be93158f43d94f94035d2af7096f,LowVig.ag,totals,San Francisco 49ers,Dallas Cowboys,Over,48.5,-107,Under,48.5,-107,2024-10-28T00:21:00Z,2024-10-16T17:45:42Z
86278ec4bbdcadd945d79df6c695c2ec,DraftKings,totals,Pittsburgh Steelers,New York Giants,Over,37.5,-110,Under,37.5,-110,2024-10-29T00:16:00Z,2024-10-16T17:46:18Z
86278ec4bbdcadd945d79df6c695c2ec,Caesars,totals,Pittsburgh Steelers,New York Giants,Over,38.0,-110,Under,38.0,-110,2024-10-29T00:16:00Z,2024-10-16T17:43:46Z
86278ec4bbdcadd945d79df6c695c2ec,FanDuel,totals,Pittsburgh Steelers,New York Giants,Over,37.5,-110,Under,37.5,-110,2024-10-29T00:16:00Z,2024-10-16T17:45:42Z
86278ec4bbdcadd945d79df6c695c2ec,MyBookie.ag,totals,Pittsburgh Steelers,New York Giants,Over,37.5,-110,Under,37.5,-110,2024-10-29T00:16:00Z,2024-10-16T17:40:10Z
86278ec4bbdcadd945d79df6c695c2ec,BetOnline.ag,totals,Pittsburgh Steelers,New York Giants,Over,38.0,-110,Under,38.0,-110,2024-10-29T00:16:00Z,2024-10-16T17:45:41Z
86278ec4bbdcadd945d79df6c695c2ec,LowVig.ag,totals,Pittsburgh Steelers,New York Giants,Over,38.0,-107,Under,38.0,-107,2024-10-29T00:16:00Z,2024-10-16T17:45:42Z
